algorithm,params,silhouette_score,davies_bouldin_score,calinski_harabasz_score,average_distance_to_centroid,visualization_paths,detailed_metrics_path
kmeans,"{'n_clusters': 3, 'random_state': 42}",0.5889648252854854,0.5011014448624211,3879.6475832748547,8.100898225648395,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 4, 'random_state': 42}",0.5725177536859506,0.5000483846151499,4901.972351510221,6.078727718433655,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 2, 'random_state': 42}",0.6311884564859956,0.49437975351036834,3049.026979687922,12.470466199798508,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 3, 'random_state': 42}",0.5862215593574833,0.5031329956406982,3941.7745780867813,8.3588947186377,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 4, 'random_state': 42}",0.5778372861259792,0.5021984248224789,5080.651547166807,6.2628201556145635,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 2, 'random_state': 42}",0.6448970036111573,0.47903780192186785,3270.3107717722783,12.231319671158918,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 3, 'random_state': 42}",0.5826244104574492,0.5171358149771569,3948.56976189943,8.461572089597595,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 4, 'random_state': 42}",0.5851740380481151,0.4877205383213931,5390.606870316552,5.992567822012722,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 2, 'random_state': 42}",0.6255595537734207,0.5001366581876725,2999.940466309257,12.650949611227308,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 3, 'random_state': 42}",0.5969479371115447,0.4887370683232173,4138.066928296347,8.22729183825854,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 4, 'random_state': 42}",0.5731965604160043,0.5056502300228836,5057.679692227506,6.283708672839251,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 2, 'random_state': 42}",0.6164034652667412,0.510662499332451,2857.395028876685,12.539722560703408,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 3, 'random_state': 42}",0.5947609420437934,0.49428322836150446,3983.791029113071,8.186528636426985,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 4, 'random_state': 42}",0.5669524710045553,0.5039811666198855,4729.661943198517,6.227701960955978,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 2, 'random_state': 42}",0.642789487999277,0.4772663773227891,3253.6830396421196,12.351167639215443,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 3, 'random_state': 42}",0.6036556330160733,0.4910079216056418,4282.805946864672,8.276256330545484,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
kmeans,"{'n_clusters': 4, 'random_state': 42}",0.5652532484958273,0.5167620608888994,5104.700566063894,6.378489952886905,"cluster_scatter,silhouette_plot,cluster_sizes,feature_importance,metrics_comparison",results/eda_clustering/kmeans_detailed_metrics.json
