window_size,feature_variance,mean_scoring,std_scoring,top_features,is_optimal,Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,SGDClassifier,0.5,0.5050505050505051,0.5050505050505051,0.5,0.012789011001586914
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,GaussianNB,0.5,0.5050505050505051,0.5050505050505051,0.5,0.011188983917236328
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,CalibratedClassifierCV,0.55,0.5,0.5,0.3903225806451613,0.030313968658447266
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,DummyClassifier,0.55,0.5,0.5,0.3903225806451613,0.011116743087768555
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,LinearSVC,0.5,0.4949494949494949,0.4949494949494949,0.5,0.011984825134277344
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,LinearDiscriminantAnalysis,0.5,0.4949494949494949,0.4949494949494949,0.5,0.0133056640625
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,Perceptron,0.5,0.4949494949494949,0.4949494949494949,0.5,0.012292146682739258
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,LogisticRegression,0.5,0.4949494949494949,0.4949494949494949,0.5,0.01152801513671875
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,LabelPropagation,0.5,0.4949494949494949,0.4949494949494949,0.5,0.012969970703125
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,LabelSpreading,0.5,0.4949494949494949,0.4949494949494949,0.5,0.01195383071899414
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,RidgeClassifier,0.5,0.4949494949494949,0.4949494949494949,0.5,0.011070013046264648
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,KNeighborsClassifier,0.5,0.4949494949494949,0.4949494949494949,0.5,0.015719890594482422
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,SVC,0.5,0.48484848484848486,0.4848484848484848,0.48958333333333337,0.01232004165649414
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,DecisionTreeClassifier,0.45,0.4494949494949495,0.4494949494949495,0.4513784461152882,0.013142824172973633
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,RandomForestClassifier,0.45,0.4494949494949495,0.4494949494949495,0.4513784461152882,0.12845516204833984
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,BaggingClassifier,0.45,0.43939393939393934,0.43939393939393934,0.44578005115089514,0.03303098678588867
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,RidgeClassifierCV,0.45,0.43939393939393934,0.43939393939393934,0.44578005115089514,0.012227058410644531
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,XGBClassifier,0.4,0.40404040404040403,0.4040404040404041,0.4,0.03576993942260742
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,AdaBoostClassifier,0.4,0.40404040404040403,0.4040404040404041,0.4,0.10915613174438477
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,QuadraticDiscriminantAnalysis,0.4,0.40404040404040403,0.4040404040404041,0.4,0.011698007583618164
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,ExtraTreeClassifier,0.4,0.40404040404040403,0.4040404040404041,0.4,0.01205134391784668
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,LGBMClassifier,0.4,0.40404040404040403,0.4040404040404041,0.4,0.03574705123901367
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,NearestCentroid,0.35,0.35858585858585856,0.35858585858585856,0.3451127819548872,0.010915994644165039
10,0.08415805101084148,0.4954166666666666,0.12432368949609497,"feature_9, feature_5, feature_6",No,PassiveAggressiveClassifier,0.35,0.3181818181818182,0.3181818181818182,0.28518518518518515,0.012756824493408203
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,LGBMClassifier,0.65,0.6414141414141414,0.6414141414141414,0.6473145780051152,0.031729936599731445
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,QuadraticDiscriminantAnalysis,0.6,0.606060606060606,0.606060606060606,0.6,0.01213526725769043
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,CalibratedClassifierCV,0.6,0.5555555555555556,0.5555555555555556,0.49333333333333335,0.031193971633911133
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,PassiveAggressiveClassifier,0.5,0.5151515151515151,0.5151515151515151,0.4898989898989898,0.01351618766784668
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,KNeighborsClassifier,0.5,0.5050505050505051,0.5050505050505051,0.5,0.01581883430480957
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,DummyClassifier,0.55,0.5,0.5,0.3903225806451613,0.012288093566894531
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,ExtraTreesClassifier,0.45,0.4595959595959596,0.45959595959595956,0.4458646616541353,0.09693503379821777
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,LabelPropagation,0.45,0.4595959595959596,0.45959595959595956,0.4458646616541353,0.013094902038574219
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,LabelSpreading,0.45,0.4595959595959596,0.45959595959595956,0.4458646616541353,0.012323856353759766
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,BernoulliNB,0.4,0.40404040404040403,0.4040404040404041,0.4,0.013782978057861328
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,XGBClassifier,0.4,0.40404040404040403,0.4040404040404041,0.4,0.035704851150512695
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,LogisticRegression,0.4,0.3838383838383838,0.3838383838383838,0.3875,0.011673927307128906
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,RidgeClassifierCV,0.4,0.3838383838383838,0.3838383838383838,0.3875,0.011497974395751953
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,RidgeClassifier,0.4,0.3838383838383838,0.3838383838383838,0.3875,0.01165008544921875
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,LinearSVC,0.4,0.3838383838383838,0.3838383838383838,0.3875,0.010927915573120117
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,LinearDiscriminantAnalysis,0.4,0.3838383838383838,0.3838383838383838,0.3875,0.011088848114013672
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,SGDClassifier,0.35,0.36868686868686873,0.3686868686868687,0.32506393861892585,0.012868165969848633
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,AdaBoostClassifier,0.35,0.36868686868686873,0.3686868686868687,0.32506393861892585,0.11279106140136719
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,GaussianNB,0.35,0.35858585858585856,0.35858585858585856,0.3451127819548872,0.01282811164855957
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,DecisionTreeClassifier,0.35,0.35858585858585856,0.35858585858585856,0.3451127819548872,0.01188206672668457
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,BaggingClassifier,0.35,0.33838383838383834,0.33838383838383845,0.34501278772378513,0.04325985908508301
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,ExtraTreeClassifier,0.3,0.31313131313131315,0.3131313131313131,0.28585858585858587,0.013960838317871094
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,NuSVC,0.3,0.303030303030303,0.303030303030303,0.3,0.011445999145507812
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,Perceptron,0.3,0.303030303030303,0.303030303030303,0.3,0.013366222381591797
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,RandomForestClassifier,0.3,0.29292929292929293,0.29292929292929293,0.3,0.13004803657531738
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,SVC,0.3,0.29292929292929293,0.29292929292929293,0.3,0.013627767562866211
15,0.08272741850578304,0.34850909090909094,0.07705554363190045,"feature_3, feature_2, feature_9",No,NearestCentroid,0.25,0.24747474747474746,0.24747474747474746,0.2518796992481203,0.010622978210449219
