adv_idx_uuid,season_year,t1_player_tip_avg_overall,t1_player_tip_avg_home,t2_player_tip_avg_overall,t2_player_tip_avg_away,t1_team_fps_avg,t1_team_fts_avg,lg_t1_tip1_avg,lg_t1_tip0_avg,team1_tip
3947,201617,0.4025974025974026,0.5,0.6043956043956044,0.5952380952380952,0.0,0.0,,,0
3948,201617,0.33125,0.3488372093023256,0.589041095890411,0.6052631578947368,0.0,0.0,,,0
3949,201617,0.43037974683544306,0.4935064935064935,0.5157894736842106,0.4888888888888889,0.0,0.0,,,0
3950,201617,0.43373493975903615,0.475,0.664179104477612,0.7285714285714285,0.0,0.0,,0.0,0
3951,201617,0.6,0.5,0.5588235294117647,0.5702479338842975,0.0,0.0,,0.0,1
3952,201617,0.46368715083798884,0.4777777777777778,0.6363636363636364,0.8571428571428571,0.0,0.0,,0.0,0
3953,201617,0.6285714285714286,0.6346153846153846,0.43902439024390244,0.43902439024390244,0.0,0.0,,0.0,0
3954,201617,0.39669421487603307,0.3225806451612903,0.44140625,0.46511627906976744,0.0,0.0,,0.0,1
3955,201617,0.4797979797979798,0.55,0.4230769230769231,0.2727272727272727,0.0,0.0,,0.0,0
3956,201617,0.441340782122905,0.4574468085106383,0.5119047619047619,0.5869565217391305,0.0,0.0,,0.0,0
3957,201617,,,0.7125748502994012,0.7228915662650602,0.0,0.0,,0.0,1
3958,201617,0.5532994923857868,0.5473684210526316,0.6216216216216216,0.6363636363636364,0.0,0.0,,0.0,0
3959,201617,0.4315352697095436,0.45081967213114754,0.6935483870967742,0.728,0.0,0.0,,0.0,0
3960,201617,0.6333333333333333,0.6831683168316832,0.592156862745098,0.6356589147286822,0.0,0.0,0.6666666666666666,0.1,0
3961,201617,0.4125,0.4067796610169492,0.42857142857142855,0.4634146341463415,0.0,0.0,0.6666666666666666,0.1,1
3962,201617,0.4276729559748428,0.48717948717948717,0.6751824817518248,0.7101449275362319,0.0,0.0,0.6666666666666666,0.1,1
3963,201617,,,0.5909090909090909,0.6052631578947368,1.0,1.0,0.6666666666666666,0.1,1
3964,201617,0.6666666666666666,0.7285714285714285,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.09090909090909091,0
3965,201617,0.5564853556485355,0.5702479338842975,0.6666666666666666,0.8571428571428571,0.0,0.0,0.6666666666666666,0.09090909090909091,0
3966,201617,0.6947791164658634,0.728,0.4388888888888889,0.45263157894736844,1.0,1.0,0.6666666666666666,0.09090909090909091,1
3967,201617,0.5176470588235295,0.5869565217391305,0.4396887159533074,0.46511627906976744,1.0,1.0,0.6666666666666666,0.09090909090909091,0
3968,201617,0.47738693467336685,0.5445544554455446,0.32919254658385094,0.3448275862068966,0.0,0.0,0.6666666666666666,0.09090909090909091,0
3969,201617,0.7083333333333334,0.7228915662650602,0.5505050505050505,0.5416666666666666,0.0,0.0,0.6666666666666666,0.09090909090909091,0
3970,201617,0.4297520661157025,0.44715447154471544,0.3974358974358974,0.4864864864864865,0.0,0.0,0.6666666666666666,0.09090909090909091,0
3971,201617,0.5208333333333334,0.4888888888888889,0.46111111111111114,0.4725274725274725,1.0,1.0,0.6666666666666666,0.09090909090909091,1
3972,201617,0.4149377593360996,0.4117647058823529,0.7142857142857143,0.6666666666666666,1.0,1.0,0.75,0.29411764705882354,1
3973,201617,0.2696629213483146,0.4186046511627907,0.4235294117647059,0.4634146341463415,0.5,0.5,0.75,0.29411764705882354,1
3974,201617,0.4050632911392405,0.4864864864864865,0.43646408839779005,0.45263157894736844,0.5,0.5,0.75,0.29411764705882354,0
3975,201617,0.4444444444444444,0.2727272727272727,0.43125,0.4936708860759494,0.0,1.0,0.75,0.29411764705882354,0
3976,201617,0.4016393442622951,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.0,0.0,0.75,0.29411764705882354,1
3977,201617,0.6086956521739131,0.5952380952380952,0.6255924170616114,0.6285714285714286,1.0,1.0,0.75,0.29411764705882354,1
3978,201617,1.0,1.0,0.6303317535545023,0.6764705882352942,0.0,1.0,0.75,0.29411764705882354,1
3979,201617,0.631578947368421,0.6363636363636364,0.4457831325301205,0.43902439024390244,0.5,1.0,0.75,0.29411764705882354,1
3980,201617,0.5882352941176471,0.6052631578947368,0.475,0.5392156862745098,0.0,0.5,0.75,0.29411764705882354,0
3981,201617,0.696,0.7301587301587301,0.4065040650406504,0.34375,1.0,1.0,0.8571428571428571,0.25,0
3982,201617,0.6923076923076923,0.8571428571428571,0.5541666666666667,0.5655737704918032,0.5,0.5,0.8571428571428571,0.25,0
3983,201617,0.6727272727272727,0.7101449275362319,0.5257731958762887,0.5,1.0,1.0,0.8571428571428571,0.25,1
3984,201617,0.6226415094339622,0.6285714285714286,0.59375,0.6356589147286822,0.0,0.0,0.8571428571428571,0.25,0
3985,201617,0.5116279069767442,0.574468085106383,0.5855855855855856,0.6,0.5,1.0,0.8571428571428571,0.25,1
3986,201617,0.7041420118343196,0.7142857142857143,0.4585635359116022,0.4725274725274725,0.0,0.0,0.8571428571428571,0.25,1
3987,201617,0.5527638190954773,0.5416666666666666,0.3333333333333333,0.3448275862068966,0.5,0.5,0.8571428571428571,0.25,1
3988,201617,0.6273584905660378,0.6764705882352942,0.6410256410256411,0.6521739130434783,0.0,0.0,0.8333333333333334,0.2608695652173913,0
3989,201617,0.6617647058823529,0.7183098591549296,0.41735537190082644,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.2608695652173913,1
3990,201617,0.6739130434782609,0.7122302158273381,0.555,0.5463917525773195,0.5,1.0,0.8333333333333334,0.2608695652173913,0
3991,201617,0.4279835390946502,0.4435483870967742,0.42857142857142855,0.25,0.0,0.0,0.8333333333333334,0.2608695652173913,1
3992,201617,0.4,0.47368421052631576,0.6428571428571429,0.75,0.3333333333333333,0.3333333333333333,0.8,0.28,0
3993,201617,0.6932270916334662,0.7244094488188977,0.6129032258064516,0.6046511627906976,0.6666666666666666,0.6666666666666666,0.8,0.28,1
3994,201617,0.625,0.6666666666666666,0.45604395604395603,0.4725274725274725,0.3333333333333333,0.3333333333333333,0.8,0.28,0
3995,201617,0.5172413793103449,0.5833333333333334,0.4,0.47368421052631576,0.3333333333333333,1.0,0.8,0.28,1
3996,201617,0.44047619047619047,0.43902439024390244,0.6,1.0,0.5,0.5,0.8,0.28,0
3997,201617,0.47761194029850745,0.5392156862745098,0.4112903225806452,0.34375,0.6666666666666666,0.6666666666666666,0.8,0.28,0
3998,201617,1.0,1.0,0.43956043956043955,0.45263157894736844,0.5,1.0,0.8,0.28,0
3999,201617,0.43478260869565216,0.4936708860759494,0.3312883435582822,0.3448275862068966,0.3333333333333333,0.3333333333333333,0.8,0.28,0
4000,201617,0.5829596412556054,0.6,0.5204081632653061,0.5,0.0,0.25,0.8,0.28,1
4001,201617,0.6244131455399061,0.6699029126213593,,,0.0,0.3333333333333333,0.782608695652174,0.3225806451612903,1
4002,201617,0.4186046511627907,0.4634146341463415,0.4156378600823045,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.782608695652174,0.3225806451612903,0
4003,201617,0.6642335766423357,0.7222222222222222,0.6944444444444444,0.7265625,0.25,0.25,0.782608695652174,0.3225806451612903,0
4004,201617,0.2777777777777778,0.4318181818181818,0.0,,0.6666666666666666,0.6666666666666666,0.782608695652174,0.3225806451612903,1
4005,201617,0.6714801444043321,0.7071428571428572,0.7058823529411765,0.7176470588235294,0.3333333333333333,0.6666666666666666,0.782608695652174,0.3225806451612903,1
4006,201617,0.6197183098591549,0.6226415094339622,0.4752475247524752,0.5339805825242718,0.25,0.5,0.782608695652174,0.3225806451612903,1
4007,201617,0.6063829787234043,0.6046511627906976,0.6666666666666666,0.75,1.0,1.0,0.782608695652174,0.3225806451612903,1
