window_size,feature_variance,regression_metric,is_optimal,data_params,task_params,regression_type
-1,1905311.0630933717,0.490685787830911,True,"{'table_name': 'fts_features', 'conditions': {'season_year_start': '201617', 'season_year_end': '202324', 'is_feat': 'Yes', 'player_avg_type': 'SMA', 'team_avg_type': 'SMA', 'team_data_type': 'Overall', 'lg_avg_type': 'SMA'}}","{'data_scope': 'league', 'exclude_columns': ['adv_idx_uuid', 'season_year', 'match_date'], 'feat_columns': ['lg_t1_tip1_avg', 'lg_t1_tip0_avg', 'lg_t2_tip1_avg', 'lg_t2_tip0_avg'], 'target': 'team1_fts', 'window_sizes': [-1]}",logistic
