play_type,window_size,feature_variance,regression_results,Model,is_optimal,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",ExtraTreeClassifier,No,0.65,0.6414141414141414,0.6414141414141414,0.6473145780051152,0.014657974243164062
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",QuadraticDiscriminantAnalysis,No,0.6,0.595959595959596,0.595959595959596,0.6,0.014860153198242188
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",XGBClassifier,No,0.6,0.5858585858585859,0.5858585858585859,0.5916666666666666,0.05869102478027344
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",NuSVC,No,0.55,0.5606060606060606,0.5606060606060606,0.5466165413533834,0.016245126724243164
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",SVC,No,0.55,0.5505050505050505,0.5505050505050505,0.5511278195488721,0.011762857437133789
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",LinearSVC,No,0.5,0.5050505050505051,0.5050505050505051,0.5,0.011387109756469727
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",LinearDiscriminantAnalysis,No,0.5,0.5050505050505051,0.5050505050505051,0.5,0.01864480972290039
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",RidgeClassifierCV,No,0.5,0.5050505050505051,0.5050505050505051,0.5,0.015954256057739258
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",RidgeClassifier,No,0.5,0.5050505050505051,0.5050505050505051,0.5,0.022253990173339844
fts,5,0.08553941426997524,"{'logistic_regression': {'mean_roc_auc': 0.5331434343434344, 'std_roc_auc': 0.1425303632726988}, 'feature_importance_logistic':      feature  importance
6  feature_6        0.87
5  feature_5        0.85
0  feature_0        0.60
1  feature_1        0.53
7  feature_7        0.51
4  feature_4        0.37
2  feature_2        0.26
8  feature_8        0.17
9  feature_9        0.10
3  feature_3        0.01}",LogisticRegression,No,0.5,0.5050505050505051,0.5050505050505051,0.5,0.01238703727722168
