window_size,feature_variance,mean_scoring,std_scoring,top_features,is_optimal,Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken
5,0.08474071256859492,0.5112565656565657,0.11331875914141339,"feature_1, feature_9, feature_5",Yes,LabelSpreading,0.5,0.5151515151515151,0.5151515151515151,0.4898989898989898,0.01420283317565918
5,0.08474071256859492,0.5112565656565657,0.11331875914141339,"feature_1, feature_9, feature_5",Yes,LabelPropagation,0.5,0.5151515151515151,0.5151515151515151,0.4898989898989898,0.01510000228881836
5,0.08474071256859492,0.5112565656565657,0.11331875914141339,"feature_1, feature_9, feature_5",Yes,DummyClassifier,0.55,0.5,0.5,0.3903225806451613,0.014255285263061523
5,0.08474071256859492,0.5112565656565657,0.11331875914141339,"feature_1, feature_9, feature_5",Yes,ExtraTreeClassifier,0.45,0.4494949494949495,0.4494949494949495,0.4513784461152882,0.013986825942993164
5,0.08474071256859492,0.5112565656565657,0.11331875914141339,"feature_1, feature_9, feature_5",Yes,SGDClassifier,0.4,0.43434343434343436,0.43434343434343436,0.32087912087912085,0.013675928115844727
5,0.08474071256859492,0.5112565656565657,0.11331875914141339,"feature_1, feature_9, feature_5",Yes,Perceptron,0.45,0.4292929292929293,0.4292929292929293,0.42800000000000005,0.01291799545288086
5,0.08474071256859492,0.5112565656565657,0.11331875914141339,"feature_1, feature_9, feature_5",Yes,CalibratedClassifierCV,0.4,0.36363636363636365,0.36363636363636365,0.3142857142857143,0.0352931022644043
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,ExtraTreeClassifier,0.55,0.55,0.5499999999999999,0.5488721804511277,0.013879060745239258
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,KNeighborsClassifier,0.5,0.5,0.5,0.5,0.017129898071289062
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,DummyClassifier,0.5,0.5,0.5,0.3333333333333333,0.014114856719970703
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,NuSVC,0.5,0.5,0.5,0.5,0.01430201530456543
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,Perceptron,0.5,0.5,0.5,0.45054945054945056,0.01218724250793457
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,PassiveAggressiveClassifier,0.5,0.5,0.5,0.4791666666666667,0.01285099983215332
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,BernoulliNB,0.5,0.5,0.5,0.4791666666666667,0.013860940933227539
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,LabelPropagation,0.45,0.44999999999999996,0.45,0.4373401534526854,0.012135982513427734
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,LabelSpreading,0.45,0.44999999999999996,0.45,0.4373401534526854,0.012076139450073242
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,DecisionTreeClassifier,0.4,0.4,0.4,0.3939393939393939,0.013374090194702148
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,XGBClassifier,0.4,0.4,0.39999999999999997,0.375,0.05273890495300293
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,QuadraticDiscriminantAnalysis,0.4,0.4,0.39999999999999997,0.4,0.012124300003051758
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,ExtraTreesClassifier,0.35,0.35,0.35,0.3483709273182957,0.10165572166442871
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,SVC,0.35,0.35,0.35,0.3483709273182957,0.012424945831298828
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,BaggingClassifier,0.35,0.35,0.35,0.3483709273182957,0.03920888900756836
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,AdaBoostClassifier,0.35,0.35,0.35,0.3350383631713555,0.12460803985595703
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,SGDClassifier,0.3,0.30000000000000004,0.3,0.29292929292929293,0.012073993682861328
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,NearestCentroid,0.3,0.30000000000000004,0.3,0.29292929292929293,0.01355600357055664
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,LGBMClassifier,0.3,0.3,0.30000000000000004,0.3,0.04309511184692383
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,GaussianNB,0.3,0.3,0.3,0.27083333333333337,0.01817917823791504
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,CalibratedClassifierCV,0.3,0.3,0.3,0.27083333333333337,0.03789329528808594
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,RandomForestClassifier,0.25,0.25,0.24999999999999997,0.24812030075187969,0.13479900360107422
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,LogisticRegression,0.2,0.2,0.2,0.1919191919191919,0.013911008834838867
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,RidgeClassifier,0.2,0.2,0.2,0.1919191919191919,0.013062000274658203
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,RidgeClassifierCV,0.2,0.2,0.2,0.1919191919191919,0.013581037521362305
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,LinearDiscriminantAnalysis,0.2,0.2,0.2,0.1919191919191919,0.011834144592285156
10,0.0842167712741404,0.46319999999999995,0.10286768199974179,"feature_7, feature_2, feature_3",No,LinearSVC,0.2,0.2,0.2,0.1919191919191919,0.01157689094543457
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,CalibratedClassifierCV,0.65,0.65,0.6500000000000001,0.6419437340153452,0.03008580207824707
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,XGBClassifier,0.6,0.6,0.5999999999999999,0.5959595959595959,0.16364383697509766
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,PassiveAggressiveClassifier,0.6,0.6,0.6,0.5959595959595959,0.012105941772460938
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,AdaBoostClassifier,0.55,0.55,0.55,0.5396419437340153,0.1221461296081543
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,GaussianNB,0.5,0.5,0.5,0.494949494949495,0.010977029800415039
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,SVC,0.5,0.5,0.5,0.494949494949495,0.01395416259765625
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,Perceptron,0.5,0.5,0.5,0.494949494949495,0.013172149658203125
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,KNeighborsClassifier,0.5,0.5,0.5,0.494949494949495,0.014489889144897461
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,LGBMClassifier,0.5,0.5,0.5,0.5,0.05017590522766113
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,DummyClassifier,0.5,0.5,0.5,0.3333333333333333,0.01116323471069336
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,BernoulliNB,0.5,0.5,0.5,0.5,0.013435840606689453
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,RandomForestClassifier,0.45,0.45,0.44999999999999996,0.44862155388471175,0.14466404914855957
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,DecisionTreeClassifier,0.45,0.45,0.44999999999999996,0.44862155388471175,0.011404991149902344
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,RidgeClassifierCV,0.45,0.45,0.44999999999999996,0.44862155388471175,0.016942739486694336
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,RidgeClassifier,0.45,0.45,0.44999999999999996,0.44862155388471175,0.013797998428344727
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,LinearSVC,0.45,0.45,0.44999999999999996,0.44862155388471175,0.011391878128051758
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,NearestCentroid,0.45,0.45,0.44999999999999996,0.44862155388471175,0.011940956115722656
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,LogisticRegression,0.45,0.45,0.44999999999999996,0.44862155388471175,0.012697935104370117
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,LinearDiscriminantAnalysis,0.45,0.45,0.44999999999999996,0.44862155388471175,0.01145482063293457
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,NuSVC,0.45,0.44999999999999996,0.45,0.4373401534526854,0.011944055557250977
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,LabelPropagation,0.45,0.44999999999999996,0.44999999999999996,0.4133333333333334,0.01232004165649414
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,QuadraticDiscriminantAnalysis,0.45,0.44999999999999996,0.45,0.4373401534526854,0.011768102645874023
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,SGDClassifier,0.45,0.44999999999999996,0.44999999999999996,0.4133333333333334,0.014215946197509766
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,LabelSpreading,0.45,0.44999999999999996,0.44999999999999996,0.4133333333333334,0.012657880783081055
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,BaggingClassifier,0.4,0.4,0.4,0.3939393939393939,0.03905010223388672
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,ExtraTreesClassifier,0.4,0.4,0.39999999999999997,0.4,0.09645509719848633
15,0.08351297414274884,0.46679999999999994,0.12873911604481367,"feature_8, feature_5, feature_1",No,ExtraTreeClassifier,0.35,0.35,0.35,0.3350383631713555,0.012371063232421875
